CentralAssetID,StreetName,,Asset Location Details,Road USRN,Easting,Northing,ASSET TYPE,Lantern Model,Lamp Type,Wattage,Number of lanterns,Number of Lamps
L1310009,LOGAN PLACE,,LOGAN PLACE - FLK 10 CROMWELL CRESCENT   -,21700324,525119.1,178800.4,LC05,POTI,LED,40,1,1
S1310001,LOGAN PLACE,,LOGAN PLACE - OPP 13   - ST611- (AR15),21700324,525310.1,178911.3,ISNA,SL,PL-S,11,1,2
S1310002,LOGAN PLACE,,LOGAN PLACE - OPP LOGAN MEWS E. LEG   - ST,21700324,525199.2,178846.6,ISNA,SL,PL-S,7,1,2
S1310003,LOGAN PLACE,,LOGAN PLACE - OPP LOGAN MEWS W. LEG   - ST,21700324,525171,178830.9,ISNA,SL,PL-S,7,1,2
S1310004,LOGAN PLACE,,LOGAN PLACE - O/S 10 CROMWELL CRESCENT   -,21700324,525111.2,178796.7,ISNA,SL,PL-S,7,1,2
S1310005,LOGAN PLACE,,LOGAN PLACE -  O/S 9 CROMWELL CRESCENT   - ST611- (AR15),21700324,525115.9,178789.5,ISNA,SL,PL-S,7,1,2
S1310006,LOGAN PLACE,,LOGAN PLACE - J/W EARLS COURT RD   - ST611- (AR15),21700324,525312.1,178914.4,ISNA,SL,PL-S,7,1,2
S1310007,LOGAN PLACE,,LOGAN PLACE - J/W EARLS COURT RD   - SOUTH SIDE,21700324,525318.06,178907.49,ISNA,SL,PL-S,11,1,2
L1626001,LONGRIDGE ROAD,,LONGRIDGE ROAD - FLK 160 EARLS COURT ROAD,21700325,525391.6,178761.9,LC05,POT,COS,60,1,1
L1626002,LONGRIDGE ROAD,,LONGRIDGE ROAD - FLK 158 EARLS COURT ROAD   - ST612- (AR18),21700325,525368.1,178759.9,LC05,POT,COS,60,1,1
L1626003,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 9   - ST612- (AR18),21700325,525358.2,178742.1,LC05,POT,COS,60,1,1
L1626004,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 10/12   - ST612- (AR1,21700325,525335.3,178740.4,LC05,POT,COS,60,1,1
L1626005,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 19/21   - ST612- (AR18),21700325,525325.3,178720.6,LC05,POT,COS,60,1,1
L1626006,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 22/24   - ST612- (AR18),21700325,525304.4,178723.7,LC05,POT,COS,60,1,1
L1626007,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 27   - ST612- (AR18),21700325,525285.4,178697.4,LC05,POT,COS,60,1,1
L1626008,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 32   - ST612- (AR18),21700325,525266.2,178699.9,LC05,POT,COS,60,1,1
L1626009,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 39   - ST612- (AR18),21700325,525259.1,178682.6,LC05,POT,COS,60,1,1
L1626010,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 42/44   - ST612- (AR18),21700325,525235.9,178680.4,LC05,POT,COS,60,1,1
L1626011,LONGRIDGE ROAD,,LONGRIDGE ROAD - ADJ 49   - ST612- (AR18),21700325,525224.6,178661.4,LC05,POT,COS,60,1,1
L1626012,LONGRIDGE ROAD,,LONGRIDGE ROAD - FLANK OF 12 NEVERN ROAD,21700325,525199.6,178659.8,LC05,POT,COS,60,1,1
L1626013,LONGRIDGE ROAD,,LONGRIDGE ROAD - FLK 9 NEVERN ROAD   - ST612- (AR18),21700325,525178.3,178631.3,LC05,POT,COS,60,1,1
L1626014,LONGRIDGE ROAD,,LONGRIDGE ROAD - ADJ 50   - ST612- (AR18),21700325,525158.5,178634.4,LC05,POT,COS,60,1,1
L1626015,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 55/57   - ST612- (AR18),21700325,525150,178614,LC05,POT,COS,60,1,1
L1626016,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 58/60   - ST612- (AR18),21700325,525130.7,178618.2,LC05,POT,COS,60,1,1
L1626017,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 65/67   - ST612- (AR18),21700325,525122,178597.8,LC05,POT,COS,60,1,1
L1626018,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 70   - ST612- (AR18),21700325,525101.6,178599.6,LC05,POT,COS,60,1,1
L1626019,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 74/76   - ST612- (AR1,21700325,525086.83,178590.7,LC05,POT,COS,60,1,1
S1626003,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 25   - ST612- (AR18),21700325,525307.8,178710.8,ISNA,SL,PL-S,7,1,2
S1626004,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 24   - ST612- (AR18),21700325,525306.8,178723.9,ISNA,SL,LED,9,1,1
S1626005,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 26   - ST612- (AR18),21700325,525284.6,178710.9,ISNA,SL,MCFE,8,1,2
S1626006,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 27   - ST612- (AR18),21700325,525289.5,178699.1,ISNA,SL,LED,9,1,1
S1626007,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S FLK 12 NEVERN RD   - ST612- (AR18),21700325,525195.1,178657.4,ISNA,SL,PL-S,7,1,2
S1626008,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S FLK 10 NEVERN RD   -,21700325,525200.4,178646.3,ISNA,SL,PL-S,7,1,2
S1626009,LONGRIDGE ROAD,,LONGRIDGE ROAD - FLANK OF 11 NEVERN RD   -,21700325,525181.8,178650.4,ISNA,SL,PL-S,7,1,2
S1626010,LONGRIDGE ROAD,,LONGRIDGE ROAD - FLANK OF 9 NEVERN RD   - ST612- (AR18),21700325,525188.9,178639,ISNA,SL,PL-S,7,1,2
S1626011,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 71   - ST612- (AR18),21700325,525105.2,178588.8,ISNA,SL,PL-S,7,1,2
S1626012,LONGRIDGE ROAD,,LONGRIDGE ROAD - O/S 72/74 ON COL 019  - ST612- (AR18),21700325,525091.01,178592.01,ISNA,SL,PL-S,7,1,2
L0634001,LONSDALE ROAD,,LONSDALE ROAD - SIDE OF 71 LEDBURY ROAD,21700934,525032.8,181106,LC05,POT,COS,60,1,1
L0634002,LONSDALE ROAD,,LONSDALE ROAD - O/S  5/7   - ST614- (AR8),21700934,525007.6,181110.6,LC05,POT,COS,60,1,1
L0634003,LONSDALE ROAD,,LONSDALE ROAD - O/S 10   - ST614- (AR8),21700934,524991.9,181097.8,LC05,POT,COS,60,1,1
L0634004,LONSDALE ROAD,,LONSDALE ROAD - O/S 1   - ST614- (AR8),21700934,524972.2,181102.8,LC05,POT,COS,60,1,1
L0634005,LONSDALE ROAD,,LONSDALE ROAD - O/S 28   - ST614- (AR8),21700934,524950.1,181088.8,LC05,POT,COS,60,1,1
L0634006,LONSDALE ROAD,,LONSDALE ROAD - O/S 37   - ST614- (AR8),21700934,524928.9,181093.3,LC05,POT,COS,60,1,1
L0634007,LONSDALE ROAD,,LONSDALE ROAD - REAR OF POST OFFICE   - ST614- (AR8),21700934,524913.8,181079.8,LC05,POT,COS,60,1,1
L0634008,LONSDALE ROAD,,LONSDALE ROAD - O/S 51   - ST614- (AR8),21700934,524891.4,181086,LC05,POT,COS,60,1,1
L0634009,LONSDALE ROAD,,LONSDALE ROAD - SIDE OF 10 COLVILLE ROAD,21700934,524874.5,181081.9,LC05,POT,COS,60,1,1
L0634010,LONSDALE ROAD,,LONSDALE ROAD - REAR OF 66 TO 80 PORTOBELLO COURT ESTATE   - ST614- (AR8),21700934,524851.7,181065.1,LC05,POT,COS,60,1,1
L0634011,LONSDALE ROAD,,LONSDALE ROAD - O/S 59   - ST614- (AR8),21700934,524818.2,181065.5,LC05,POT,COS,60,1,1
L0634012,LONSDALE ROAD,,LONSDALE ROAD - OPP 67   - ST614- (AR8),21700934,524803.1,181051.6,LC05,POT,COS,60,1,1
L0634013,LONSDALE ROAD,,LONSDALE ROAD - O/S COLVILLE PRIMARY SCHOO,21700934,524785.6,181056.1,LC05,POT,COS,60,1,1
L0634014,LONSDALE ROAD,,LONSDALE ROAD - 3RD FROM PORTO  ROAD - O/S SCHOOL   - ST614- (AR8),21700934,524766.3,181050.8,LC05,POT,COS,60,1,1
L0634015,LONSDALE ROAD,,LONSDALE ROAD - OPP 71   - ST614- (AR8),21700934,524750.6,181036.5,LC05,POT,COS,60,1,1
L0634016,LONSDALE ROAD,,LONSDALE ROAD - O/S 79   - ST614- (AR8),21700934,524724.7,181039.3,LC05,POT,COS,60,1,1
L2518001,LORDSHIP PLACE,,LORDSHIP PLACE - FLK 7 CHEYNE ROW   - ST616- (AR27),21700326,527185.1,177668,LC04,KP2,CDOT,70,1,1
L2518002,LORDSHIP PLACE,,LORDSHIP PLACE - OPP TENNYSON MANSIONS   -,21700326,527169,177658.3,LC05,POT,COS,60,1,1
L2518003,LORDSHIP PLACE,,LORDSHIP PLACE - O/S LAWRENCE MANSIONS   - ST616- (AR27),21700326,527146.2,177654.6,LC05,POT,COS,60,1,1
L0913001,LORNE GARDENS,,LORNE GARDENS - O/S VINTAGE INNS PUB   - ST617- (AR11),21700650,523969.1,179934.9,LC05,POTI,LED,40,1,1
L0913002,LORNE GARDENS,,LORNE GARDENS - 2ND COL IN FROM HOLLAND PARK AVENUE   - ST617- (AR11),21700650,523975.66,179911.84,LC05,POTI,LED,40,1,1
L0913003,LORNE GARDENS,,SIDE OF 21 LORNE GARDENS,21700650,523985.24,179882.93,LC05,POTI,LED,40,1,1
L0913004,LORNE GARDENS,,LORNE GARDENS - 0/S 17   - ST617- (AR11),21700650,523979.7,179868.9,LC05,POTI,LED,40,1,1
L0913005,LORNE GARDENS,,LORNE GARDENS - O/S 14   - ST617- (AR11),21700650,523988.4,179856.6,LC05,POTI,LED,40,1,1
L0913006,LORNE GARDENS,,LORNE GARDENS - O/S 6   - ST617- (AR11),21700650,524008.38,179875.21,LC05,POTI,LED,40,1,1
L0913007,LORNE GARDENS,,LORNE GARDENS - O/S 27   - ST617- (AR11),21700650,524028.7,179891.3,LC05,POTI,LED,40,1,1
S0913001,LORNE GARDENS,,LORNE GARDENS - J/W HOLLAND PARK AVENUE   - ST617- (AR11),21700650,523966.1,179938.1,ISNA,SL,PL-S,11,1,2
B2225003,LOTS ROAD,,LOTS ROAD - OPP WESTFIELD PARK   - ST618-,21700327,526588.3,177263.6,IBNA,BOL,PL-S,11,1,2
L2225001,LOTS ROAD,,LOTS ROAD - CREMORNE GARDENS BY YACHT YARD,21700327,526601.9,177262.3,LC08,SGS,CDOT,150,1,1
L2225002,LOTS ROAD,,LOTS ROAD - OPP CREMORNE GDNS (NORTH SIDE)   - ST618- (AR24),21700327,526589.3,177248.1,LC08,SGS,CDOT,150,1,1
L2225003,LOTS ROAD,,LOTS ROAD - O/S 16   - ST618- (AR24),21700327,526555.7,177226.1,LC08,SGS,CDOT,150,1,1
L2225004,LOTS ROAD,,LOTS ROAD - OPP 26/28   - ST618- (AR24),21700327,526552.8,177197.3,LC08,SGS,CDOT,150,1,1
L2225005,LOTS ROAD,,LOTS ROAD - O/S 36/38   - ST618- (AR24),21700327,526523.1,177185.7,LC08,SGS,CDOT,150,1,1
L2225006,LOTS ROAD,,LOTS ROAD - OPP 46   - ST618- (AR24),21700327,526515,177161.1,LC08,SGS,CDOT,150,1,1
L2225007,LOTS ROAD,,LOTS ROAD - OPP 56   - ST618- (AR24),21700327,526487.3,177128.4,LC08,SGS,CDOT,150,1,1
L2225008,LOTS ROAD,,LOTS ROAD - O/S 68   - ST618- (AR24),21700327,526457.9,177116.4,LC08,SGS,CDOT,150,1,1
L2225009,LOTS ROAD,,LOTS ROAD - OPP 84   - ST618- (AR24),21700327,526434.3,177081.1,LC08,SGS,CDOT,150,1,1
L2225010,LOTS ROAD,,LOTS ROAD - OPP TADEMA ROAD   - ST618- (AR24),21700327,526410.4,177062.1,LC08,SGS,CDOT,150,1,1
L2225011,LOTS ROAD,,LOTS ROAD - OPP UVERDALE ROAD   - ST618- (,21700327,526371.6,177035.3,LC08,SGS,CDOT,150,1,1
L2225012,LOTS ROAD,,LOTS ROAD - O/S 92   - ST618- (AR24),21700327,526340.9,177027.6,LC08,SGS,CDOT,150,1,1
L2225013,LOTS ROAD,,LOTS ROAD - OPP SCHOOL - WEST OF UPCERNE ROAD   - ST618- (AR24),21700327,526316.4,176998.8,LC08,SGS,CDOT,150,1,1
L2225014,LOTS ROAD,,LOTS ROAD - BY TETCOTT ROAD   - ST618- (AR24),21700327,526280.2,176986.7,LC08,SGS,CDOT,150,1,1
L2225015,LOTS ROAD,,LOTS ROAD - OPP FERRET & FIRKIN - SOUTH SIDE   - ST618- (AR24),21700327,526263.8,176959.6,LC08,SGS,CDOT,150,1,1
L2225016,LOTS ROAD,,LOTS ROAD - OPP FERRET & FIRKIN - WEST SIDE   - ST618- (AR24),21700327,526246,176960,LC08,SGS,CDOT,150,1,1
L2225017,LOTS ROAD,,LOTS ROAD - O/S FERRET & FIRKIN PUB   - ST618- (AR24),21700327,526249.5,176975.1,LC08,SGS,CDOT,150,1,1
L2225018,LOTS ROAD,,LOTS ROAD - OPP CROWN WHARF CAR PARK   - ST618- (AR24),21700327,526236.6,176995.7,LC08,SGS,CDOT,150,1,1
L2225019,LOTS ROAD,,LOTS ROAD - OPP 132   - ST618- (AR24),21700327,526211.1,177018.1,LC08,SGS,CDOT,150,1,1
L2225020,LOTS ROAD,,LOTS ROAD - OPP 71   - ST618- (AR24),21700327,526205.3,177051.3,LC08,SGS,CDOT,150,1,1
L2225021,LOTS ROAD,,LOTS ROAD - O/S 73   - ST618- (AR24),21700327,526184.8,177064,LC08,SGS,CDOT,150,1,1
L2225022,LOTS ROAD,,LOTS ROAD - OPP CHRISTIANA DEPOT BY POOLES LANE   - ST618- (AR24),21700327,526173.8,177103.3,LC08,SGS,CDOT,150,1,1
L2225023,LOTS ROAD,,LOTS ROAD - OPP POOLES LANE (N.ENTRANCE O/,21700327,526147.8,177127.9,LC08,SGS,CDOT,150,1,1
L2225024,LOTS ROAD,,LOTS ROAD - OPP 91/97(NEAR POOLES LANE)   - ST618- (AR24),21700327,526140.9,177163.1,LC08,SGS,CDOT,150,1,1
L2225025,LOTS ROAD,,LOTS ROAD - OPP WESTFIELD PARK   - ST618- (AR24),21700327,526117,177186.4,LC08,SGS,CDOT,150,1,1
L2225026,LOTS ROAD,,LOTS ROAD - O/S 11   - ST618- (AR24),21700327,526101.9,177215.1,LC08,SGS,CDOT,150,1,1
L2225027,LOTS ROAD,,LOTS ROAD - BY KINGS RD FLK 533 KINGS ROAD   - ST618- (AR24),21700327,526094.7,177255.3,LC08,SGS,CDOT,150,1,1
B0903001,LOWER ADDISON GARDENS,,LOWER ADDISON GARDENS - J/W HOLLAND VILLAS,21700651,524172.45,179790.66,HBNA,UPMI,PL-C,18,1,1
B0903002,LOWER ADDISON GARDENS,,LOWER ADDISON GARDENS - J/W HOLLAND VILLAS,21700651,524171.07,179789.47,HBNA,UPMI,PL-C,18,1,1
L0903002,LOWER ADDISON GARDENS,,LOWER ADDISON GARDENS - O/S 1   - ST619- (,21700651,524171.1,179781.7,LC05,POTI,LED,40,1,1
L0903003,LOWER ADDISON GARDENS,,LOWER ADDISON GARDENS - O/S 8   - ST619- (AR11),21700651,524146.5,179778.6,LC05,POTI,LED,40,1,1
L0903004,LOWER ADDISON GARDENS,,LOWER ADDISON GARDENS - O/S 14   - ST619- (AR11),21700651,524128,179763.5,LC05,POTI,LED,40,1,1
L0903005,LOWER ADDISON GARDENS,,LOWER ADDISON GARDENS - O/S 15   - ST619- (AR11),21700651,524122.4,179744.3,LC05,POTI,LED,40,1,1
L0903006,LOWER ADDISON GARDENS,,LOWER ADDISON GARDENS - O/S 24   - ST619- (AR11),21700651,524098.58,179740.39,LC05,POTI,LED,40,1,1
L0903007,LOWER ADDISON GARDENS,,LOWER ADDISON GARDENS - O/S 25   - ST619- (AR11),21700651,524090.6,179720.5,LC05,POTI,LED,40,1,1
L0903008,LOWER ADDISON GARDENS,,LOWER ADDISON GARDENS - FLK 168 HOLLAND ROAD   - ST619- (AR11),21700651,524065.1,179715.2,LC05,POTI,LED,40,1,1
L0903009,LOWER ADDISON GARDENS,,LOWER ADDISON GARDENS - FLK 43 HOLLAND ROAD   - ST619- (AR11),21700651,524050.7,179689.5,LC05,POTI,LED,40,1,1
L0903010,LOWER ADDISON GARDENS,,LOWER ADDISON GARDENS - FLK REAR GARDEN 109 HOLLAND ROAD   - ST619- (AR11),21700651,524027.2,179686.5,LC05,POTI,LED,40,1,1
L0903011,LOWER ADDISON GARDENS,,LOWER ADDISON GARDENS - FLK 49 ELSHAM ROAD,21700651,524018.7,179664.5,LC05,POTI,LED,40,1,1
L0903012,LOWER ADDISON GARDENS,,LOWER ADDISON GARDENS - J/W HANSARD MEWS,21700651,523993.8,179660.2,LC05,POTI,LED,40,1,1
S0903001,LOWER ADDISON GARDENS,,O/S FLANK 49 ELSHAM ROAD,21700651,524018.21,179664.22,ISNA,SL,PL-S,7,1,2
B2612001,LOWER SLOANE STREET,,LOWER SLOANE STREET - J/W ROYAL HOSP RD EA,21700328,528125.5,178357.3,IBNA,BOL,PL-S,11,1,2
B2612002,LOWER SLOANE STREET,,LOWER SLOANE STREET - J/W ROYAL HOSPITAL R,21700328,528123,178360.1,IBNA,BOL,PL-S,11,1,2
B2612003,LOWER SLOANE STREET,,LOWER SLOANE STREET - SOUTH OF SLOANE GDNS,21700328,528044.5,178453.6,IBNA,BOL,PL-S,11,1,2
B2612004,LOWER SLOANE STREET,,LOWER SLOANE STREET - SOUTH OF SLOANE GDNS,21700328,528042.8,178464.7,IBNA,BOL,PL-S,11,1,2
F2612002,LOWER SLOANE STREET,,LOWER SLOANE STREET - SOUTH SLOANE GARDENS,21700328,528048.6,178462.5,BFNA,FLL,MBFU,125,1,1
F2612003,LOWER SLOANE STREET,,LOWER SLOANE STREET - SOUTH SLOANE GARDENS,21700328,528043,178461.3,BFNA,FLL,MBFU,125,1,1
F2612004,LOWER SLOANE STREET,,LOWER SLOANE STREET - SOUTH SLOANE GARDENS,21700328,528036.3,178458.8,BFNA,FLL,MBFU,125,1,1
L2612001,LOWER SLOANE STREET,,LOWER SLOANE STREET - O/S WYNDHAM HOUSE   - ST620- (AR28),21700328,528014,178629,LC10,IRI,CDOT,210,1,1
L2612002,LOWER SLOANE STREET,,LOWER SLOANE STREET - O/S 10   - ST620- (AR28),21700328,528008.73,178598.16,LC10,IRI,CDOT,210,1,1
L2612003,LOWER SLOANE STREET,,LOWER SLOANE STREET - OPP 20 (ON GDNS SIDE,21700328,528026.36,178568.02,LC10,IRI,CDOT,210,1,1
L2612004,LOWER SLOANE STREET,,LOWER SLOANE STREET - O/S 30   - ST620- (A,21700328,528023.14,178529.18,LC10,IRI,CDOT,210,1,1
L2612005,LOWER SLOANE STREET,,LOWER SLOANE STREET - OPP 42   - ST620- (A,21700328,528041.4,178495.1,LC10,IRI,CDOT,210,1,1
L2612006,LOWER SLOANE STREET,,LOWER SLOANE STREET - O/S 50   - ST620- (AR28),21700328,528035.3,178465,LC10,IRI,CDOT,210,1,1
L2612007,LOWER SLOANE STREET,,LOWER SLOANE STREET - O/S 58   - ST620- (AR28),21700328,528042.26,178433.45,LC10,IRI,CDOT,210,1,1
L2612008,LOWER SLOANE STREET,,LOWER SLOANE STREET - O/S ROSE & CROWN PUB,21700328,528063,178405.5,LC10,IRI,CDOT,210,1,1
L2612009,LOWER SLOANE STREET,,LOWER SLOANE STREET - O/S 81/83   - ST620- (AR28),21700328,528095.8,178395.8,LC10,IRI,CDOT,210,1,1
L2612010,LOWER SLOANE STREET,,LOWER SLOANE STREET - OPP 95   - ST620- (A,21700328,528112.07,178359.38,LC10,IRI,CDOT,210,1,1
L2612011,LOWER SLOANE STREET,,LOWER SLOANE STREET - SOUTH SLOANE GDNS,21700328,528042.2,178460.2,DPNA,WDG,LED,19,1,1
S2612001,LOWER SLOANE STREET,,LOWER SLOANE STREET - BY SLOANE SQUARE   - ST620- (AR28),21700328,527999.4,178637.3,ISNA,SL,PL-S,7,1,2
S2612002,LOWER SLOANE STREET,,LOWER SLOANE STREET - SOUTH SLOANE GDNS - EAST UNIT   - ST620- (AR28),21700328,528048.6,178462.5,PXNA,YB,LED,16,1,1
S2612003,LOWER SLOANE STREET,,LOWER SLOANE STREET - SOUTH SLOANE GDNS - CENTRE ISLAND   - ST620- (AR28),21700328,528043,178461.3,PXNA,YB,LED,16,2,2
S2612004,LOWER SLOANE STREET,,LOWER SLOANE STREET - SOUTH SLOANE GDNS - WEST UNIT   - ST620- (AR28),21700328,528036.3,178458.8,PXNA,YB,LED,16,1,1
B1929001,LOWNDES SQUARE,,LOWNDES SQUARE - OPP 44   - ST621- (AR21),21700329,527894.8,179541.2,IBNA,BOL,PL-S,11,1,2
B1929002,LOWNDES SQUARE,,LOWNDES SQUARE - J/W HARRIET STREET   - ST,21700329,527890.4,179535.5,IBNA,BOL,PL-S,11,1,2
B1929003,LOWNDES SQUARE,,LOWNDES SQUARE - OPP 43   - ST621- (AR21),21700329,527896.3,179531.8,IBNA,BOL,PL-S,11,1,2
L1929001,LOWNDES SQUARE,,LOWNDES SQUARE - O/S HOTEL   - ST621- (AR21),21700329,527903.8,179656.5,LC05,POT,COS,60,1,1
L1929002,LOWNDES SQUARE,,LOWNDES SQUARE - OPP 1   - ST621- (AR21),21700329,527906.5,179639.8,LC05,POT,COS,60,1,1
L1929003,LOWNDES SQUARE,,LOWNDES SQUARE - O/S HOTEL   - ST621- (AR21),21700329,527886.7,179652.8,LC05,POT,COS,60,1,1
L1929004,LOWNDES SQUARE,,LOWNDES SQUARE - OPP 48/49   - ST621- (AR21),21700329,527888.8,179637.1,LC05,POT,COS,60,1,1
L1929005,LOWNDES SQUARE,,LOWNDES SQUARE - O/S 49   - ST621- (AR21),21700329,527870.1,179642.8,LC05,POT,COS,60,1,1
L1929006,LOWNDES SQUARE,,LOWNDES SQUARE - O/S 48/49   - ST621- (AR21),21700329,527873.8,179625.7,LC05,POT,COS,60,1,1
L1929007,LOWNDES SQUARE,,LOWNDES SQUARE - OPP 46TO47   - ST621- (AR21),21700329,527891.1,179606.9,LC05,POT,COS,60,1,1
L1929008,LOWNDES SQUARE,,LOWNDES SQUARE - O/S 46TO47   - ST621- (AR21),21700329,527881.3,179587.2,LC05,POT,COS,60,1,1
L1929009,LOWNDES SQUARE,,LOWNDES SQUARE - OPP 44/45   - ST621- (AR21),21700329,527898.2,179570.1,LC05,POT,COS,60,1,1
L1929010,LOWNDES SQUARE,,LOWNDES SQUARE - O/S 44/45   - ST621- (AR2,21700329,527888,179549.3,LC05,POT,COS,60,1,1
L1929011,LOWNDES SQUARE,,LOWNDES SQUARE - OPP HARRIET STREET   - ST621- (AR21),21700329,527903.6,179541.4,LC05,POT,COS,60,1,1
L1929012,LOWNDES SQUARE,,LOWNDES SQUARE - O/S 43   - ST621- (AR21),21700329,527894,179519.5,LC05,POT,COS,60,1,1
L1929013,LOWNDES SQUARE,,LOWNDES SQUARE - OPP 47   - ST621- (AR21),21700329,527911.9,179497.6,LC05,POT,COS,60,1,1
L1929014,LOWNDES SQUARE,,LOWNDES SQUARE - O/S 39/40   - ST621- (AR21),21700329,527901.5,179480.8,LC05,POT,COS,60,1,1
L1929015,LOWNDES SQUARE,,LOWNDES SQUARE - O/S 37   - ST621- (AR21),21700329,527904.4,179463.9,LC05,POT,COS,60,1,1
L1929016,LOWNDES SQUARE,,LOWNDES SQUARE - O/S 35   - ST621- (AR21),21700329,527907.3,179447.3,LC05,POT,COS,60,1,1
L1929017,LOWNDES SQUARE,,LOWNDES SQUARE - OPP 1 TO 10 LOWNDES COURT   - ST621- (AR21),21700329,527924.2,179453.5,LC05,POT,COS,60,1,1
L1929018,LOWNDES SQUARE,,LOWNDES SQUARE - O/S 1 TO 10 LOWNDES COURT,21700329,527936.5,179442.3,LC05,POT,COS,60,1,1
S1929001,LOWNDES SQUARE,,LOWNDES SQUARE - C/I J/W HARRIET STREET   - ST621- (AR21),21700329,527894.2,179536,ISNA,SL,PL-S,7,1,2
S1929002,LOWNDES SQUARE,,LOWNDES SQUARE - O/S 49   - ST621- (AR21),21700329,527868.9,179649.6,ISNA,SL,PL-S,7,1,2
F1928004,LOWNDES STREET,,LOWNDES STREET - OPP 26   - ST622- (AR21),21700330,527967.13,179328.27,BFNA,FLL,HIT-,70,1,1
F1928005,LOWNDES STREET,,LOWNDES STREET - O/S 26   - ST622- (AR21),21700330,527963.24,179339.22,BFNA,FLL,HIT-,70,1,1
L1928001,LOWNDES STREET,,LOWNDES STREET - O/S 31   - ST622- (AR21),21700330,528000.6,179337.5,LC05,POT,COS,60,1,1
L1928002,LOWNDES STREET,,LOWNDES STREET - ON CENTRE ISLAND OPP 30,21700330,527984.3,179342.3,LC05,POT,COS,60,1,1
L1928003,LOWNDES STREET,,LOWNDES STREET - 0/S LOWNDES LODGE (27-31),21700330,527974,179330,LC05,POT,COS,60,1,1
S1928001,LOWNDES STREET,,LOWNDES STREET - O/S 25F   - ST622- (AR21),21700330,527979.4,179358.7,ISNA,SL,PL-S,7,1,2
S1928002,LOWNDES STREET,,LOWNDES STREET - OPP 31   - ST622- (AR21),21700330,527987.2,179356.9,ISNA,SL,PL-S,7,1,2
S1928004,LOWNDES STREET,,LOWNDES STREET - OPP 26   - ST622- (AR21),21700330,527967.79,179329.52,PXNA,YB,LED,16,1,1
S1928005,LOWNDES STREET,,LOWNDES STREET - O/S 26   - ST622- (AR21),21700330,527964.75,179337.12,PXNA,YB,LED,16,1,1
L2324001,LUCAN PLACE,,LUCAN PLACE - FLK 81 FULHAM ROAD   - ST623- (AR25),21700331,527215.2,178728.8,LC05,POT,COS,60,1,1
L2324002,LUCAN PLACE,,LUCAN PLACE - O/S 1 CURRAN HS (OPP MICHELI,21700331,527221.1,178704.7,LC05,POT,COS,60,1,1
L2324003,LUCAN PLACE,,LUCAN PLACE - O/S MICHELIN HOUSE   - ST623- (AR25),21700331,527244.6,178700.3,LC05,POT,COS,60,1,1
L2324004,LUCAN PLACE,,LUCAN PLACE - OPP MICHELIN HS (2ND NTH IXWORTH PLACE)   - ST623- (AR25),21700331,527249.4,178680.6,LC05,POT,COS,60,1,1
L2324005,LUCAN PLACE,,LUCAN PLACE - O/S 5 CURRAN HS (1ST NTH FROM IXWORTH PL   - ST623- (AR25),21700331,527263,178667.5,LC05,POT,COS,60,1,1
L2324006,LUCAN PLACE,,LUCAN PLACE - O/S CHEL  CLOISTERS (1ST STH IXWORTH PL)   - ST623- (AR25),21700331,527283.5,178663.6,LC05,POT,COS,60,1,1
L2324007,LUCAN PLACE,,LUCAN PLACE - OPP CHEL  CLOISTERS (2ND STH IXWORTH   - ST623- (AR25),21700331,527292.7,178640.4,LC05,POT,COS,60,1,1
L2324008,LUCAN PLACE,,LUCAN PLACE - O/S CHEL  CLOISTERS (3RD STH IXWORTH   - ST623- (AR25),21700331,527313.2,178633.4,LC05,POT,COS,60,1,1
L2324009,LUCAN PLACE,,LUCAN PLACE - OPP CHEL  CLOISTERS (4TH STH IXWORTH   - ST623- (AR25),21700331,527320.2,178612.9,LC05,POT,COS,60,1,1
L2324010,LUCAN PLACE,,LUCAN PLACE - O/S CHEL  CLOISTERS (NR C/O MAKINS ST)   - ST623- (AR25),21700331,527347.3,178599.3,LC05,POT,COS,60,1,1
L2324011,LUCAN PLACE,,LUCAN PLACE - OPP MAKINS STREET   - ST623- (AR25),21700331,527349,178584.5,LC05,POT,COS,60,1,1
