OWNER,AREA,FULLSTREET,UNITTYPE,UNITNO,HEIGHT,EASTING,NORTHING
NCC,WAT,HIGH STREET,L,L0013,8,591413,300802
NCC,WAT,HIGH STREET,L,L0014,8,591413,300802
NCC,WAT,HIGH STREET,L,L0015,8,591413,300802
NCC,WAT,HIGH STREET,L,L0016,8,591413,300802
NCC,WAT,HIGH STREET,L,L0017,8,591413,300802
NCC,WAT,HIGH STREET,L,L0018,8,591413,300802
NCC,WAT,HIGH STREET,L,L0019,8,591413,300802
NCC,WAT,HIGH STREET,L,L0020,8,591413,300802
NCC,WAT,HIGH STREET,L,L0021,8,591413,300802
NCC,HUN,COLLINGWOOD ROAD,U,S0149,0,567706,340240
NCC,NON,COPENHAGEN WAY,U,S0170,3,622144,310638
NCC,NOE,WILSON ROAD,B,B0157,0,624553,308097
NCC,NOE,WILSON ROAD,S,S0161,3.5,624553,308097
NCC,SHE,SNAEFELL PARK,L,16,5,615561,342548
NCC,SHE,SNAEFELL PARK,L,17,5,615561,342548
NCC,SHE,SNAEFELL PARK,L,18,5,615561,342548
NCC,SHE,SNAEFELL PARK,L,19,5,615561,342548
NCC,SHE,SNAEFELL PARK,L,20,5,615561,342548
NCC,SHE,SNAEFELL PARK,L,21,5,615561,342548
NCC,SHE,SNAEFELL PARK,L,22,5,615561,342548
NCC,SHE,SNAEFELL PARK,L,23,5,615561,342548
NCC,SHE,SNAEFELL PARK,L,24,5,615561,342548
NCC,SHE,SNAEFELL PARK,L,25,5,615561,342548
NCC,SHE,SNAEFELL PARK,L,26,5,615561,342548
NCC,SHE,SNAEFELL PARK,L,27,5,615561,342548
NCC,THE,CHARLOCK ROAD,L,45,6,588552,283956
NCC,THE,CHARLOCK ROAD,L,44,6,588552,283956
NCC,THE,COMFREY WAY,L,1,5,588695,283954
NCC,THE,COMFREY WAY,L,2,5,588695,283954
NCC,THE,COMFREY WAY,L,3,5,588695,283954
NCC,THE,COMFREY WAY,L,4,5,588695,283954
NCC,THE,COMFREY WAY,L,5,5,588695,283954
NCC,THE,COMFREY WAY,L,6,5,588695,283954
NCC,THE,COMFREY WAY,L,7,5,588695,283954
NCC,THE,COMFREY WAY,L,8,5,588695,283954
NCC,THE,COMFREY WAY,L,9,5,588695,283954
NCC,THE,COMFREY WAY,L,10,5,588695,283954
NCC,THE,COMFREY WAY,L,11,5,588695,283954
NCC,THE,COMFREY WAY,L,12,5,588695,283954
NCC,THE,COMFREY WAY,L,13,5,588695,283954
NCC,THE,COMFREY WAY,L,14,5,588695,283954
NCC,THE,COMFREY WAY,L,15,5,588695,283954
NCC,THE,VALERIAN RISE,L,1,5,588615,283944
NCC,THE,VALERIAN RISE,L,2,5,588615,283944
NCC,THE,VALERIAN RISE,L,3,5,588615,283944
NCC,THE,CHERVIL WALK,L,1,6,588706,283919
NCC,THE,CHERVIL WALK,L,2,6,588706,283919
NCC,THE,CHERVIL WALK,L,3,6,588706,283919
NCC,NOW,ASTLEY ROAD,U,S1062,0,617667,309611
NCC,NOW,ASTLEY ROAD,U,S1063,0,617667,309611
NCC,THE,CHARLOCK ROAD,L,13,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,14,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,15,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,16,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,46,5,588552,283956
NCC,THE,CHARLOCK ROAD,L,18,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,19,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,20,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,21,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,22,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,43,6,588552,283956
NCC,THE,CHARLOCK ROAD,L,42,6,588552,283956
NCC,THE,CHARLOCK ROAD,L,23,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,24,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,25,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,26,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,27,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,28,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,29,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,L2973,5,588552,283956
NCC,THE,CHARLOCK ROAD,L,30,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,31,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,32,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,33,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,34,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,41,6,588552,283956
NCC,THE,CHARLOCK ROAD,L,40,6,588552,283956
NCC,THE,CHARLOCK ROAD,L,35,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,36,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,37,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,38,8,588552,283956
NCC,THE,CHARLOCK ROAD,L,39,8,588552,283956
NCC,THE,CHARLOCK ROAD,S,S0531,0,588552,283956
NCC,THE,WOODRUFF ROAD,L,10,5,588503,283917
NCC,THE,WOODRUFF ROAD,L,11,5,588503,283917
NCC,THE,PENNYCRESS DRIVE,L,1,5,588617,284025
NCC,THE,PENNYCRESS DRIVE,L,2,5,588617,284025
NCC,THE,PENNYCRESS DRIVE,L,3,5,588617,284025
NCC,THE,PENNYCRESS DRIVE,L,4,5,588617,284025
NCC,THE,PENNYCRESS DRIVE,L,5,5,588617,284025
NCC,THE,PENNYCRESS DRIVE,L,6,5,588617,284025
NCC,THE,PENNYCRESS DRIVE,L,7,5,588617,284025
NCC,THE,PENNYCRESS DRIVE,L,8,5,588617,284025
NCC,THE,PENNYCRESS DRIVE,L,9,5,588617,284025
NCC,THE,PENNYCRESS DRIVE,L,10,5,588617,284025
NCC,THE,WOODRUFF ROAD,L,2,5,588503,283917
NCC,THE,WOODRUFF ROAD,L,3,5,588503,283917
NCC,THE,WOODRUFF ROAD,L,4,5,588503,283917
NCC,THE,WOODRUFF ROAD,L,5,5,588503,283917
NCC,THE,WOODRUFF ROAD,L,6,5,588503,283917
NCC,THE,WOODRUFF ROAD,L,7,5,588503,283917
NCC,THE,WOODRUFF ROAD,L,8,5,588503,283917
NCC,THE,WOODRUFF ROAD,L,9,5,588503,283917
NCC,THE,BRIDGE STREET,S,S0988,3,586811,283027
NCC,THE,MINSTERGATE,S,S0987,3,586814,283207
NCC,THE,MARKET PLACE,L,1,5,587196,283031
NCC,THE,MARKET PLACE,L,2,5,587196,283031
NCC,THE,MARKET PLACE,L,3,5,587196,283031
NCC,THE,WELL STREET,S,S0019,3,587126,283037
NCC,HOF,GORDON GODFREY WAY,L,21,5,618857,316344
NCC,HOF,GORDON GODFREY WAY,L,22,5,618857,316344
NCC,HOF,GORDON GODFREY WAY,L,23,5,618857,316344
NCC,HOF,WARREN CLOSE,L,1,5,618767,316059
NCC,HOF,WARREN CLOSE,L,2,5,618767,316059
NCC,HOF,WARREN CLOSE,L,3,5,618767,316059
NCC,HOF,WARREN CLOSE,L,4,5,618767,316059
NCC,HOF,WARREN CLOSE,L,5,5,618767,316059
NCC,HOF,FOOTPATH FRONTING 16 WARREN CLOSE,L,6,5,618813,316019
NCC,HOF,FOOTPATH FRONTING 16 WARREN CLOSE,L,7,5,618813,316019
NCC,HOF,BECKSIDE,L,9,5,618952,315829
NCC,HOF,BECKSIDE,L,10,5,618952,315829
NCC,HOF,BECKSIDE,L,11,5,618952,315829
NCC,HOF,BECKSIDE,L,12,5,618952,315829
NCC,HOF,BECKSIDE,L,13,5,618952,315829
NCC,HOF,BECKSIDE,L,1,5,618952,315829
NCC,HOF,BECKSIDE,L,2,5,618952,315829
NCC,HOF,BECKSIDE,L,3,5,618952,315829
NCC,HOF,BECKSIDE,L,4,5,618952,315829
NCC,HOF,BECKSIDE,L,5,5,618952,315829
NCC,HOF,BECKSIDE,L,6,5,618952,315829
NCC,HOF,BECKSIDE,L,7,5,618952,315829
NCC,HOF,BECKSIDE,L,15,5,618952,315829
NCC,HOF,BECKSIDE,L,17,5,618952,315829
NCC,HOF,BECKSIDE,L,16,5,618952,315829
NCC,HOF,BECKSIDE,L,14,5,618952,315829
NCC,HOF,BECKSIDE,L,8,5,618952,315829
NCC,HOF,COLTSFOOT ROAD,L,1,5,618998,315792
NCC,HOF,COLTSFOOT ROAD,L,2,5,618998,315792
NCC,HOF,COLTSFOOT ROAD,L,3,5,618998,315792
NCC,HOF,COLTSFOOT ROAD,L,4,5,618998,315792
NCC,HOF,COLTSFOOT ROAD,L,5,5,618998,315792
NCC,HOF,CYCLEWAY ADJACENT 21 COLTSFOOT ROAD HEADING SOUTH TO DOG LANE,L,6,5,619020,315727
NCC,HOF,CYCLEWAY ADJACENT 21 COLTSFOOT ROAD HEADING SOUTH TO DOG LANE,L,7,5,619020,315727
NCC,WAT,MIDDLE STREET,S,S0002,3,591603,300843
NCC,ATT,BLACKTHORN ROAD,S,S0001,3,604026,295529
NCC,THE,KINGSWAY,S,S0990,3,586738,282134
NCC,CRI,ROUND HOUSE WAY,S,S0138,3,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0138,3,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0139,3,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0140,3,618745,306240
NCC,CRI,ROUND HOUSE WAY,B,B0141,0,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0142,0,618745,306240
NCC,CRI,ROUND HOUSE WAY,B,B0143,0,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0144,3,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0145,3,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0146,3,618745,306240
NCC,CRI,ROUND HOUSE WAY,B,B0147,0,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0149,0,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0150,3,618745,306240
NCC,CRI,ROUND HOUSE WAY,B,B0151,0,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0152,3,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0153,3,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0154,3,618745,306240
NCC,CRI,ROUND HOUSE WAY,B,B0155,0,618745,306240
NCC,CRI,ROUND HOUSE WAY,B,B0156,0,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0157,0,618745,306240
NCC,CRI,ROUND HOUSE WAY,B,B0158,0,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0159,3,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0160,3,618745,306240
NCC,CRI,ROUND HOUSE WAY,S,S0161,3,618745,306240
NCC,CRI,COLNEY LANE,B,B0162,0,619382,306256
NCC,CRI,COLNEY LANE,B,B0164,0,619382,306256
NCC,CRI,ROUND HOUSE WAY,U,S0163,0,618745,306240
NCC,KES,IPSWICH ROAD,S,S0080,3,621897,304554
NCC,KES,IPSWICH ROAD,B,B0007,0,621897,304554
NCC,KES,IPSWICH ROAD,S,S0062,3,621897,304554
NCC,YAN,NELSON ROAD CENTRAL,S,S1360,3,652843,307317
NCC,YAN,NELSON ROAD CENTRAL,S,S1362,3,652843,307317
NCC,YAN,REGENT ROAD,S,S1364,4,652794,307625
NCC,YAN,REGENT ROAD,S,S1361,3,652794,307625
NCC,YAN,REGENT ROAD,S,S1365,0,652794,307625
NCC,YAN,ROMAN PLACE,S,S1367,4,652918,307642
NCC,YAN,ROMAN PLACE,S,S1368,4,652918,307642
NCC,YAN,WELLESLEY ROAD,S,S1370,3,652955,307991
NCC,YAN,WELLESLEY ROAD,S,S1371,3,652955,307991
NCC,YAN,REGENT ROAD,S,S1369,4,652794,307625
NCC,YAN,REGENT ROAD,S,S1372,0,652794,307625
NCC,YAN,APSLEY ROAD,S,S1373,3,653037,307464
NCC,YAN,APSLEY ROAD,S,S1374,3,653037,307464
NCC,YAN,REGENT ROAD,S,S1375,0,652794,307625
NCC,YAN,REGENT ROAD,S,S1376,0,652794,307625
NCC,YAN,REGENT ROAD,S,S1378,0,652794,307625
NCC,YAN,BRITANNIA ROAD,S,S1379,3,653065,307643
NCC,YAN,BRITANNIA ROAD,S,S1380,3,653065,307643
NCC,YAN,BRITANNIA ROAD,S,S1381,3,653065,307643
NCC,YAN,BRITANNIA ROAD,S,S1382,3,653065,307643
NCC,YAN,BRITANNIA ROAD,S,S1383,0,653065,307643
NCC,YAN,MARINE PARADE,S,S1384,0,653104,307236
NCC,YAN,MARINE PARADE,S,S1385,0,653104,307236
NCC,YAN,MARINE PARADE,S,S1388,3,653104,307236
NCC,YAN,MARINE PARADE,S,S1389,3,653104,307236
NCC,YAN,REGENT ROAD,S,S1390,0,652794,307625
NCC,YAN,MARINE PARADE,S,S1391,0,653104,307236
NCC,DIS,FRENZE HALL LANE,L,30,6,612674,280159
NCC,DIS,MARKET PLACE,S,S0165,3,611699,279951
NCC,YAN,MARINE PARADE,S,S1392,3,653104,307236
NCC,YAN,MARINE PARADE,S,S1393,3,653104,307236
NCC,YAN,MARINE PARADE,S,S1394,3,653104,307236
NCC,YAN,PRINCES ROAD,S,S1395,3,652967,307763
NCC,YAN,MARINE PARADE,S,S1396,3,653104,307236
NCC,YAN,MARINE PARADE,S,S1397,3,653104,307236
NCC,YAN,PAGET ROAD,S,S1398,3,653022,307823
NCC,YAN,MARINE PARADE,B,B1400,0,653104,307236
NCC,YAN,MARINE PARADE,S,S1401,3,653104,307236
NCC,YAN,EUSTON ROAD,S,S1402,3,652990,307900
NCC,YAN,EUSTON ROAD,S,S1403,3,652990,307900
NCC,YAN,EUSTON ROAD,S,S1404,3,652990,307900
NCC,YAN,EUSTON ROAD,S,S1405,3,652990,307900
NCC,YAN,EUSTON ROAD,S,S1406,0,652990,307900
NCC,YAN,EUSTON ROAD,S,S1407,0,652990,307900
NCC,YAN,NORTH DRIVE,S,S1408,3,653112,309175
NCC,YAN,MARINE PARADE,S,S1409,3,653104,307236
NCC,YAN,MARINE PARADE,S,S1410,0,653104,307236
NCC,YAN,REGENT ROAD,L,L2957,8,652794,307625
NCC,YAN,REGENT ROAD,L,L2957,8,652794,307625
NCC,NON,VULCAN ROAD NORTH,L,20,8,622116,312295
NCC,NON,VULCAN ROAD NORTH,L,21,8,622116,312295
NCC,NON,VULCAN ROAD NORTH,L,22,8,622116,312295
NCC,NON,VULCAN ROAD NORTH,L,23,8,622116,312295
NCC,NON,VULCAN ROAD NORTH,L,24,8,622116,312295
NCC,THE,CONEY CLOSE,L,1,6,585587,283164
NCC,THE,CONEY CLOSE,L,2,6,585587,283164
NCC,THE,CONEY CLOSE,L,8,6,585587,283164
NCC,THE,CONEY CLOSE,L,9,6,585587,283164
NCC,THE,CONEY CLOSE,L,10,6,585587,283164
NCC,THE,CONEY CLOSE,L,11,6,585587,283164
NCC,THE,CONEY CLOSE,L,12,6,585587,283164
NCC,THE,CONEY CLOSE,L,3,6,585587,283164
NCC,THE,CONEY CLOSE,L,4,6,585587,283164
NCC,THE,CONEY CLOSE,L,5,6,585587,283164
NCC,CAT,APPLEACRES,L,1,5,622809,312173
NCC,CAT,APPLEACRES,L,2,5,622809,312173
NCC,CAT,APPLEACRES,L,3,5,622809,312173
NCC,CAT,APPLEACRES,L,6,5,622809,312173
NCC,CAT,APPLEACRES,L,7,5,622809,312173
NCC,CAT,APPLEACRES,L,4,5,622809,312173
NCC,CAT,APPLEACRES,L,5,5,622809,312173
NCC,CRM,PRINCE OF WALES ROAD,L,6,8,621741,342235
NCC,CRM,PRINCE OF WALES ROAD,S,S0029,0,621741,342235
NCC,CRM,PRINCE OF WALES ROAD,L,9,6,621741,342235
NCC,CRM,PRINCE OF WALES ROAD,L,10,6,621741,342235
NCC,CRM,PRINCE OF WALES ROAD,Z,Z0005,0,621741,342235
NCC,CRM,PRINCE OF WALES ROAD,Z,Z0006,0,621741,342235
NCC,NOC,DUKE STREET,S,S0202,3,622902,308993
NCC,NOC,DUKE STREET,S,S0269,0,622902,308993
NCC,NOC,DUKE STREET,S,S0273,3,622902,308993
NCC,KIN,CLENCHWARTON ROAD,L,21,10,561025,319243
NCC,KIN,CLENCHWARTON RD SLIP RD,L,11,10,560926,318945
NCC,KIN,CLENCHWARTON ROAD,L,17,10,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,16,10,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,14,10,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,13,10,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,12,10,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,11,10,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,10,10,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,9,10,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,8,10,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,7,10,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,6,10,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,28,6,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,27,6,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,26,6,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,25,6,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,24,6,561025,319243
NCC,KIN,ST PETERS ROAD,S,S0747,3.5,561189,320013
NCC,KIN,CLENCHWARTON ROAD,S,S0749,0,561025,319243
NCC,KIN,CLENCHWARTON ROAD,S,S0749,0,561025,319243
NCC,KIN,CLENCHWARTON ROAD,S,S0750,3,561025,319243
NCC,KIN,CLENCHWARTON ROAD,S,S0751,0,561025,319243
NCC,KIN,CLENCHWARTON ROAD,S,S0746,3,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,22,10,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,29,8,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,30,8,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,31,8,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,32,8,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,33,8,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,34,8,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,35,8,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,36,8,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,37,8,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,38,8,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,39,8,561025,319243
NCC,KIN,CLENCHWARTON ROAD,L,41,8,561025,319243
NCC,WLN,HOWLETT CLOSE,L,2,5,627504,330113
NCC,WLN,HOWLETT CLOSE,L,5,5,627504,330113
NCC,WLN,HOWLETT CLOSE,L,4,5,627504,330113
NCC,WLN,HOWLETT CLOSE,L,3,5,627504,330113
NCC,WLN,HOWLETT CLOSE,L,7,5,627504,330113
NCC,WLN,HOWLETT CLOSE,S,S0258,3,627504,330113
NCC,DEE,STONE ROAD,S,S0093,3,598522,311603
NCC,DEE,STONE ROAD,S,S0093,3,598522,311603
NCC,DEE,STONE ROAD,S,S0311,3,598522,311603
NCC,DEE,STONE ROAD,S,S0311,3,598522,311603
NCC,DEE,HILLCREST AVENUE,S,S0308,3,598426,311241
NCC,DEE,CHAPEL LANE,S,S0309,3,598947,311643
NCC,DEE,CHAPEL LANE,S,S0309,3,598947,311643
NCC,DEE,MIDDLEMARCH ROAD,S,S0310,3,598735,311952
NCC,NEW,CHURCH ROAD,S,S0001,3,620991,298701
NCC,BEL,NEW ROAD,B,B0017,0,648684,303204
NCC,BEL,NEW ROAD,B,B0018,0,648684,303204
NCC,DIS,ST NICHOLAS STREET,S,S0188,4,611612,280030
NCC,DIS,SKELTON ROAD,U,S0187,3,612132,279750
NCC,DIS,SUNNYSIDE,S,S0189,3,611645,280443
NCC,DIS,MERE STREET,S,S0185,0,611717,279748
NCC,DIS,MERE STREET,S,S0186,3.5,611717,279748
NCC,DEE,WESTFIELD LANE,S,S0314,0,599625,311399
NCC,YAS,HORSLEY DRIVE,L,1,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,2,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,3,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,4,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,19,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,5,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,6,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,7,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,8,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,9,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,10,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,12,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,11,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,13,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,14,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,15,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,16,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,18,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,17,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,20,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,21,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,22,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,23,5,652036,302108
NCC,YAS,HORSLEY DRIVE,L,24,5,652036,302108
NCC,YAS,BANTING CLOSE,L,1,5,652070,302101
NCC,YAS,BANTING CLOSE,L,2,5,652070,302101
NCC,YAS,BANTING CLOSE,L,3,6,652070,302101
NCC,YAS,BANTING CLOSE,L,4,5,652070,302101
NCC,NOC,CHAPEL FIELD EAST,L,L0846,8,622659,308293
NCC,NOC,CHAPEL FIELD EAST,L,L0847,8,622659,308293
NCC,NOC,CHAPEL FIELD EAST,L,L0848,8,622659,308293
NCC,NOC,CHAPEL FIELD EAST,L,L0849,8,622659,308293
NCC,NOC,CHAPEL FIELD EAST,L,L0850,8,622659,308293
NCC,NOC,CHAPEL FIELD EAST,L,L0851,8,622659,308293
NCC,NOC,CHAPEL FIELD EAST,L,L0852,8,622659,308293
NCC,NOC,CHAPEL FIELD EAST,L,L0853,8,622659,308293
NCC,NOC,COBURG STREET,L,L0854,6,622738,308103
NCC,NOC,COBURG STREET,L,L0855,6,622738,308103
NCC,NOC,COBURG STREET,L,L0856,6,622738,308103
NCC,NOC,COBURG STREET,L,L0857,6,622738,308103
NCC,NOC,COBURG STREET,L,L0858,6,622738,308103
NCC,NOC,COBURG STREET,L,L0859,6,622738,308103
NCC,NOC,COBURG STREET,L,L0860,6,622738,308103
NCC,NOC,COBURG STREET,L,L0861,6,622738,308103
NCC,NOC,COBURG STREET,L,L0862,6,622738,308103
NCC,NOC,COBURG STREET,L,L0863,6,622738,308103
NCC,NOC,COBURG STREET,L,L0864,6,622738,308103
NCC,NOC,COBURG STREET,L,L0865,6,622738,308103
NCC,NOC,COBURG STREET,L,L0866,6,622738,308103
NCC,NOC,MALTHOUSE ROAD,L,L0867,6,622917,308246
NCC,NOC,MALTHOUSE ROAD,L,L0868,6,622917,308246
NCC,NOC,MALTHOUSE ROAD,L,L0869,6,622917,308246
NCC,NOC,MALTHOUSE ROAD,L,L0870,6,622917,308246
NCC,NOC,MALTHOUSE ROAD,L,L0871,6,622917,308246
NCC,NOC,MALTHOUSE ROAD,L,L0872,6,622917,308246
NCC,NOC,MALTHOUSE ROAD,L,L0873,6,622917,308246
NCC,NOC,MALTHOUSE ROAD,L,L0874,6,622917,308246
NCC,NOC,CHANTRY ROAD,L,L0875,6,622769,308273
NCC,NOC,CHANTRY ROAD,L,L0876,6,622769,308273
NCC,NOC,CHANTRY ROAD,L,L0877,6,622769,308273
NCC,NOC,CHANTRY ROAD,L,L0878,6,622769,308273
NCC,NOC,CHANTRY ROAD,L,L0879,6,622769,308273
NCC,NOC,CHANTRY ROAD,L,L0880,6,622769,308273
NCC,NOC,CHANTRY ROAD,L,L0881,6,622769,308273
NCC,NOC,CHANTRY ROAD,L,L0882,6,622769,308273
NCC,NOW,CHAPEL FIELD ROAD,L,15,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,15,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,14,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,14,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,13,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,13,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,12,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,12,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,11,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,11,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,10,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,10,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,9,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,9,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,8,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,8,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,7,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,7,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,6,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,6,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,5,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,L,5,10,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,S,S0761,3,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,S,S0762,3,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,S,S0763,3,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,S,S0764,3,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,S,S0765,3,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,S,S0766,3,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,S,S0767,3,622599,308223
NCC,NOW,CHAPEL FIELD ROAD,S,S0768,3,622599,308223
NCC,NOW,WESSEX STREET,U,S0769,0,622556,308000
NCC,NOC,COBURG STREET,S,S0440,3,622738,308103
NCC,NOC,COBURG STREET,S,S0441,3,622738,308103
NCC,NOC,CHAPEL FIELD EAST,S,S0442,3.5,622659,308293
NCC,NOC,CHAPEL FIELD EAST,S,S0443,3,622659,308293
NCC,NOC,CHANTRY ROAD,S,S0446,3,622769,308273
NCC,NOC,CHANTRY ROAD,S,S0444,3,622769,308273
NCC,NOC,CHANTRY ROAD,S,S0445,3,622769,308273
NCC,NOC,CHANTRY ROAD,S,S0447,3,622769,308273
NCC,NOC,CHANTRY ROAD,S,S0448,3,622769,308273
NCC,NOC,MALTHOUSE ROAD,S,S0449,3,622917,308246
NCC,NOC,MALTHOUSE ROAD,S,S0450,3,622917,308246
NCC,NOC,MALTHOUSE ROAD,S,S0451,1,622917,308246
NCC,NOC,MALTHOUSE ROAD,S,S0452,1,622917,308246
NCC,HOP,LOWESTOFT ROAD,L,1,6,652231,300638
NCC,HOP,LOWESTOFT ROAD,L,2,6,652231,300638
NCC,HOP,LOWESTOFT ROAD,L,3,6,652231,300638
NCC,HOP,LOWESTOFT ROAD,L,4,6,652231,300638
NCC,HOP,LOWESTOFT ROAD,L,5,6,652231,300638
